date,entry_date,exit_date,ticker,signal,signal_quality,confidence,expected_return,position_pct,regime_mult,regime_state,vix_at_trade,entry_price,exit_price,holding_days,net_pnl,sector
2016-11-07,2016-11-08,2016-11-15,MSFT,LONG,MEDIUM,61.56,0.34,15.0,1.0,neutral,18.7,54.0923,52.7354,5,-51.69,XLK
2016-11-08,2016-11-09,2016-11-16,MSFT,LONG,MEDIUM,62.56,0.45,15.0,1.0,neutral,18.7,53.6009,53.4341,5,-6.75,XLK
2016-11-09,2016-11-10,2016-11-17,MSFT,LONG,MEDIUM,61.47,0.55,15.0,1.0,neutral,14.4,54.0297,54.3209,5,10.63,XLK
2016-11-14,2016-11-15,2016-11-22,MSFT,LONG,MEDIUM,60.12,0.93,15.0,1.0,neutral,14.5,52.4611,54.7509,5,87.13,XLK
2016-11-15,2016-11-16,2016-11-23,MSFT,LONG,MEDIUM,60.54,0.95,15.0,1.0,neutral,13.4,53.0097,54.1059,5,41.47,XLK
2016-11-18,2016-11-21,2016-11-29,MSFT,LONG,MEDIUM,60.6,0.48,15.0,1.0,neutral,12.9,54.4127,54.724,5,11.35,XLK
2016-11-30,2016-12-01,2016-12-08,MSFT,LONG,MEDIUM,61.97,0.58,15.0,1.0,bull,13.3,54.062,54.6524,5,22.06,XLK
2016-12-01,2016-12-02,2016-12-09,MSFT,LONG,MEDIUM,61.34,0.54,15.0,1.0,bull,14.1,53.1356,55.5123,5,91.27,XLK
2016-12-02,2016-12-05,2016-12-12,MSFT,LONG,MEDIUM,61.34,0.63,15.0,1.0,bull,14.1,53.6932,55.6915,5,75.9,XLK
2016-12-05,2016-12-06,2016-12-13,MSFT,LONG,MEDIUM,61.34,0.77,15.0,1.0,bull,12.1,54.3498,56.4171,5,78.04,XLK
2016-12-06,2016-12-07,2016-12-14,MSFT,LONG,MEDIUM,62.23,0.71,15.0,1.0,bull,11.8,53.972,56.1483,5,82.46,XLK
2016-12-07,2016-12-08,2016-12-15,MSFT,LONG,MEDIUM,61.09,0.56,15.0,1.0,bull,12.2,55.1322,56.0588,5,34.74,XLK
2016-12-08,2016-12-09,2016-12-16,MSFT,LONG,MEDIUM,61.37,0.58,15.0,1.0,bull,12.6,55.0243,55.8079,5,29.21,XLK
2016-12-16,2016-12-19,2016-12-27,MSFT,LONG,MEDIUM,60.71,0.34,15.0,1.0,bull,12.2,56.2655,56.6858,5,15.44,XLK
2017-01-03,2017-01-04,2017-01-11,MSFT,LONG,MEDIUM,61.0,0.48,15.0,1.0,bull,12.9,56.1935,56.6052,5,15.15,XLK
2017-01-04,2017-01-05,2017-01-12,MSFT,LONG,MEDIUM,60.98,0.54,15.0,1.0,bull,11.9,55.9327,56.0856,5,5.41,XLK
2017-01-05,2017-01-06,2017-01-13,MSFT,LONG,MEDIUM,61.01,0.44,15.0,1.0,bull,11.7,56.0316,56.1663,5,4.71,XLK
2017-01-12,2017-01-13,2017-01-23,MSFT,LONG,MEDIUM,62.31,0.35,15.0,1.0,bull,11.5,56.3194,56.3992,5,2.63,XLK
2017-01-20,2017-01-23,2017-01-30,MSFT,LONG,MEDIUM,63.01,0.83,15.0,1.0,bull,11.5,56.3914,58.343,5,73.08,XLK
2017-01-23,2017-01-24,2017-01-31,MSFT,LONG,MEDIUM,63.01,0.72,15.0,1.0,bull,11.8,56.8411,57.913,5,39.68,XLK
2017-01-24,2017-01-25,2017-02-01,MSFT,LONG,MEDIUM,60.36,0.68,15.0,1.0,bull,11.1,57.5156,56.9546,5,-21.12,XLK
2017-02-06,2017-02-07,2017-02-14,MSFT,LONG,MEDIUM,60.44,0.56,15.0,1.0,bull,11.4,57.3267,58.1921,5,31.88,XLK
2017-02-07,2017-02-08,2017-02-15,MSFT,LONG,MEDIUM,60.44,0.56,15.0,1.0,bull,11.3,57.1738,58.156,5,36.3,XLK
2017-02-08,2017-02-09,2017-02-16,MSFT,LONG,MEDIUM,62.35,0.59,15.0,1.0,bull,11.4,57.1289,58.147,5,37.63,XLK
2017-02-09,2017-02-10,2017-02-17,MSFT,LONG,MEDIUM,62.35,0.57,15.0,1.0,bull,10.9,57.7854,58.2371,5,16.37,XLK
2017-02-13,2017-02-14,2017-02-22,MSFT,LONG,MEDIUM,62.79,0.39,15.0,1.0,bull,11.1,58.2805,58.0028,5,-10.63,XLK
2017-02-15,2017-02-16,2017-02-24,MSFT,LONG,MEDIUM,61.37,0.34,15.0,1.0,bull,12.0,58.5791,58.2371,5,-12.95,XLK
2017-02-28,2017-03-01,2017-03-08,MSFT,LONG,MEDIUM,61.87,0.39,15.0,1.0,bull,12.9,58.0272,58.5706,5,19.78,XLK
2017-03-01,2017-03-02,2017-03-09,MSFT,LONG,MEDIUM,61.87,0.57,15.0,1.0,bull,12.5,58.5339,58.3362,5,-7.64,XLK
2017-03-02,2017-03-03,2017-03-10,MSFT,LONG,MEDIUM,61.87,0.73,15.0,1.0,bull,11.8,57.9005,58.5165,5,22.46,XLK
2017-03-03,2017-03-06,2017-03-13,MSFT,LONG,MEDIUM,61.87,0.69,15.0,1.0,bull,11.0,57.8824,58.3182,5,15.81,XLK
2017-03-06,2017-03-07,2017-03-14,MSFT,LONG,MEDIUM,61.87,0.49,15.0,1.0,bull,11.2,58.0814,58.0479,5,-1.61,XLK
2017-03-07,2017-03-08,2017-03-15,MSFT,LONG,MEDIUM,61.77,0.49,15.0,1.0,bull,11.4,58.1448,58.3543,5,7.39,XLK
2017-03-21,2017-03-22,2017-03-29,MSFT,LONG,MEDIUM,61.64,0.46,15.0,1.0,neutral,12.5,58.0181,59.0032,5,36.3,XLK
2017-03-23,2017-03-24,2017-03-31,MSFT,LONG,MEDIUM,61.34,0.4,15.0,1.0,neutral,13.1,59.1401,59.3546,5,7.48,XLK
2017-04-12,2017-04-13,2017-04-21,MSFT,LONG,MEDIUM,62.56,0.51,15.0,1.0,neutral,15.8,59.0768,59.8413,5,27.67,XLK
2017-04-13,2017-04-17,2017-04-24,MSFT,LONG,MEDIUM,65.04,0.72,15.0,1.0,neutral,16.0,58.8506,60.8597,5,73.52,XLK
2017-04-17,2017-04-18,2017-04-25,MSFT,LONG,MEDIUM,62.9,0.91,15.0,1.0,neutral,14.7,59.113,61.2111,5,76.6,XLK
2017-04-18,2017-04-19,2017-04-26,MSFT,LONG,HIGH,63.47,1.07,18.75,1.0,neutral,14.4,59.4025,61.13,5,78.32,XLK
2017-04-19,2017-04-20,2017-04-27,MSFT,LONG,HIGH,62.62,1.04,7.5,0.4,bear,14.9,59.2306,61.5266,5,41.63,XLK
2017-04-20,2017-04-21,2017-04-28,MSFT,LONG,HIGH,60.57,1.15,18.75,1.0,neutral,14.1,59.4206,61.6978,5,103.34,XLK
2017-04-21,2017-04-24,2017-05-01,MSFT,LONG,MEDIUM,60.29,0.82,6.0,0.4,bear,14.6,61.0584,62.554,5,21.32,XLK
2017-04-24,2017-04-25,2017-05-02,MSFT,LONG,MEDIUM,63.9,0.58,15.0,1.0,neutral,10.8,61.4384,62.4548,5,36.33,XLK
2017-04-25,2017-04-26,2017-05-03,MSFT,LONG,MEDIUM,63.61,0.58,15.0,1.0,neutral,10.8,61.6012,62.2566,5,23.31,XLK
2017-04-26,2017-04-27,2017-05-04,MSFT,LONG,MEDIUM,63.61,0.52,15.0,1.0,neutral,10.9,61.6646,62.0132,5,12.19,XLK
2017-04-27,2017-04-28,2017-05-05,MSFT,LONG,MEDIUM,61.02,0.42,15.0,1.0,neutral,10.4,62.3523,62.1845,5,-6.36,XLK
2017-04-28,2017-05-01,2017-05-08,MSFT,LONG,MEDIUM,61.02,0.36,15.0,1.0,neutral,10.8,62.1442,62.1304,5,-0.85,XLK
2017-05-15,2017-05-16,2017-05-23,MSFT,LONG,MEDIUM,60.45,0.46,15.0,1.0,bull,10.4,62.0909,62.2509,5,5.41,XLK
2017-05-17,2017-05-18,2017-05-25,MSFT,LONG,MEDIUM,61.67,0.68,15.0,1.0,neutral,15.6,61.3355,63.1029,5,64.04,XLK
2017-05-18,2017-05-19,2017-05-26,MSFT,LONG,MEDIUM,61.67,0.68,15.0,1.0,neutral,14.7,61.4266,63.411,5,71.91,XLK
2017-05-19,2017-05-22,2017-05-30,MSFT,LONG,MEDIUM,61.68,0.65,15.0,1.0,neutral,12.0,61.7814,63.8189,5,73.42,XLK
2017-05-22,2017-05-23,2017-05-31,MSFT,LONG,MEDIUM,61.68,0.79,15.0,1.0,bull,10.9,62.5368,63.3023,5,27.19,XLK
2017-05-23,2017-05-24,2017-06-01,MSFT,LONG,MEDIUM,60.43,0.68,15.0,1.0,bull,10.7,62.6733,63.538,5,30.73,XLK
2017-05-24,2017-05-25,2017-06-02,MSFT,LONG,MEDIUM,61.22,0.61,15.0,1.0,bull,10.0,62.7643,65.0426,5,81.46,XLK
2017-05-25,2017-05-26,2017-06-05,MSFT,LONG,MEDIUM,63.1,0.69,15.0,1.0,bull,10.0,63.5196,65.5139,5,71.13,XLK
2017-05-26,2017-05-30,2017-06-06,MSFT,LONG,MEDIUM,62.45,0.73,15.0,1.0,bull,9.8,63.5105,65.7314,5,79.53,XLK
2017-05-30,2017-05-31,2017-06-07,MSFT,LONG,MEDIUM,62.45,0.63,15.0,1.0,bull,10.4,64.1839,65.6136,5,50.81,XLK
2017-05-31,2017-06-01,2017-06-08,MSFT,LONG,MEDIUM,61.97,0.55,15.0,1.0,bull,10.4,63.92,65.2148,5,45.8,XLK
2017-06-29,2017-06-30,2017-07-10,MSFT,LONG,MEDIUM,61.44,0.66,15.0,1.0,neutral,11.4,62.5914,63.4292,5,30.81,XLK
2017-06-30,2017-07-03,2017-07-11,MSFT,LONG,MEDIUM,61.57,0.75,15.0,1.0,neutral,11.2,63.0919,63.4382,5,12.42,XLK
2017-07-03,2017-07-05,2017-07-12,MSFT,LONG,MEDIUM,62.23,0.94,15.0,1.0,neutral,11.2,62.1182,64.4896,5,88.18,XLK
2017-07-05,2017-07-06,2017-07-13,MSFT,LONG,MEDIUM,60.43,0.84,15.0,1.0,bull,11.1,62.1273,65.0516,5,109.4,XLK
2017-07-06,2017-07-07,2017-07-14,MSFT,LONG,MEDIUM,61.37,0.93,15.0,1.0,neutral,12.5,62.5186,65.9671,5,127.88,XLK
2017-07-07,2017-07-10,2017-07-17,MSFT,LONG,HIGH,60.43,1.02,18.75,1.0,neutral,11.2,63.2102,66.4837,5,151.43,XLK
2017-07-10,2017-07-11,2017-07-18,MSFT,LONG,MEDIUM,62.7,0.96,15.0,1.0,neutral,11.1,63.7016,66.4384,5,101.07,XLK
2017-07-11,2017-07-12,2017-07-19,MSFT,LONG,MEDIUM,62.7,0.94,15.0,1.0,neutral,10.9,64.3295,66.946,5,95.62,XLK
2017-07-13,2017-07-14,2017-07-21,MSFT,LONG,MEDIUM,62.05,0.53,15.0,1.0,bull,9.9,65.7401,66.8825,5,41.47,XLK
2017-07-14,2017-07-17,2017-07-24,MSFT,LONG,MEDIUM,62.05,0.47,15.0,1.0,bull,9.5,66.2496,66.7103,5,16.53,XLK
2017-07-17,2017-07-18,2017-07-25,MSFT,LONG,MEDIUM,62.05,0.5,15.0,1.0,bull,9.8,66.5136,67.2451,5,26.5,XLK
2017-08-01,2017-08-02,2017-08-09,MSFT,LONG,MEDIUM,60.72,0.45,15.0,1.0,bull,10.1,66.0222,65.6861,5,-12.84,XLK
2017-08-02,2017-08-03,2017-08-10,MSFT,LONG,MEDIUM,60.72,0.46,15.0,1.0,bull,10.3,65.6945,64.7253,5,-36.49,XLK
2017-08-04,2017-08-07,2017-08-14,MSFT,LONG,MEDIUM,60.98,0.55,15.0,1.0,bull,10.0,66.2497,66.7012,5,16.34,XLK
2017-08-07,2017-08-08,2017-08-15,MSFT,LONG,MEDIUM,60.98,0.68,15.0,1.0,bull,9.9,65.6035,66.7195,5,41.23,XLK
2017-08-08,2017-08-09,2017-08-16,MSFT,LONG,MEDIUM,60.98,0.51,15.0,1.0,bull,11.0,65.7492,67.1113,5,50.48,XLK
2017-08-09,2017-08-10,2017-08-17,MSFT,LONG,MEDIUM,61.93,0.58,15.0,1.0,bull,11.1,65.4306,65.9723,5,19.89,XLK
2017-08-11,2017-08-14,2017-08-21,MSFT,LONG,MEDIUM,60.54,0.52,15.0,1.0,neutral,15.5,66.4863,65.7445,5,-27.64,XLK
2017-08-21,2017-08-22,2017-08-29,MSFT,LONG,MEDIUM,60.2,0.52,15.0,1.0,neutral,13.2,66.191,66.5646,5,13.5,XLK
2017-08-24,2017-08-25,2017-09-01,MSFT,LONG,MEDIUM,60.0,0.64,15.0,1.0,neutral,12.2,66.6575,67.3755,5,26.11,XLK
2017-08-25,2017-08-28,2017-09-05,MSFT,LONG,MEDIUM,63.82,0.66,15.0,1.0,neutral,11.3,66.8405,67.0748,5,8.25,XLK
2017-08-28,2017-08-29,2017-09-06,MSFT,LONG,MEDIUM,63.82,0.59,15.0,1.0,neutral,11.3,66.0995,66.8835,5,28.77,XLK
2017-08-29,2017-08-30,2017-09-07,MSFT,LONG,MEDIUM,62.01,0.39,15.0,1.0,neutral,11.7,66.7948,67.74,5,34.48,XLK
2017-09-05,2017-09-06,2017-09-13,MSFT,LONG,MEDIUM,62.29,0.77,15.0,1.0,bull,12.2,67.4626,68.5328,5,38.87,XLK
2017-09-06,2017-09-07,2017-09-14,MSFT,LONG,MEDIUM,62.29,0.7,15.0,1.0,bull,11.6,67.4077,68.1319,5,26.15,XLK
2017-09-07,2017-09-08,2017-09-15,MSFT,LONG,MEDIUM,62.56,0.51,15.0,1.0,neutral,11.6,68.0024,68.6239,5,22.29,XLK
2017-09-08,2017-09-11,2017-09-18,MSFT,LONG,MEDIUM,62.56,0.62,15.0,1.0,bull,12.1,67.9841,68.4872,5,17.94,XLK
2017-09-11,2017-09-12,2017-09-19,MSFT,LONG,MEDIUM,62.56,0.49,15.0,1.0,bull,10.7,68.3958,68.7424,5,12.24,XLK
2017-09-14,2017-09-15,2017-09-22,MSFT,LONG,MEDIUM,60.18,0.6,15.0,1.0,bull,10.4,68.4598,67.8038,5,-24.19,XLK
2017-09-22,2017-09-25,2017-10-02,MSFT,LONG,MEDIUM,61.86,0.57,15.0,1.0,bull,9.6,67.7828,67.9861,5,7.09,XLK
2017-09-25,2017-09-26,2017-10-03,MSFT,LONG,MEDIUM,61.76,0.67,15.0,1.0,bull,10.2,67.3986,67.6671,5,9.53,XLK
2017-09-26,2017-09-27,2017-10-04,MSFT,LONG,MEDIUM,61.76,0.79,15.0,1.0,bull,10.2,67.2888,68.059,5,28.02,XLK
2017-09-27,2017-09-28,2017-10-05,MSFT,LONG,MEDIUM,61.76,0.87,15.0,1.0,bull,9.9,67.2796,69.2253,5,71.56,XLK
2017-09-28,2017-09-29,2017-10-06,MSFT,LONG,MEDIUM,64.4,0.8,15.0,1.0,bull,9.6,67.6456,69.2526,5,58.75,XLK
2017-09-29,2017-10-02,2017-10-09,MSFT,LONG,MEDIUM,64.83,0.91,15.0,1.0,bull,9.5,68.35,69.5169,5,42.36,XLK
2017-10-02,2017-10-03,2017-10-10,MSFT,LONG,MEDIUM,65.04,0.84,15.0,1.0,bull,9.4,68.3134,69.5169,5,43.74,XLK
2017-10-03,2017-10-04,2017-10-11,MSFT,LONG,MEDIUM,64.2,0.83,15.0,1.0,bull,9.5,67.7828,69.6354,5,67.73,XLK
2017-10-04,2017-10-05,2017-10-12,MSFT,LONG,MEDIUM,64.2,0.81,15.0,1.0,bull,9.6,68.8166,70.2732,5,52.63,XLK
2017-10-05,2017-10-06,2017-10-13,MSFT,LONG,MEDIUM,63.18,0.81,15.0,1.0,bull,9.2,69.2283,70.6104,5,50.31,XLK
2017-10-06,2017-10-09,2017-10-16,MSFT,LONG,MEDIUM,63.18,0.79,15.0,1.0,bull,9.6,69.5028,70.7562,5,45.42,XLK
2017-10-09,2017-10-10,2017-10-17,MSFT,LONG,MEDIUM,63.35,0.81,15.0,1.0,bull,10.3,69.8321,70.7015,5,31.34,XLK
2017-10-10,2017-10-11,2017-10-18,MSFT,LONG,MEDIUM,61.39,0.62,15.0,1.0,bull,10.1,69.8596,70.7197,5,30.97,XLK
2017-10-11,2017-10-12,2017-10-19,MSFT,LONG,MEDIUM,63.35,0.81,15.0,1.0,bull,9.9,69.9785,70.9931,5,36.56,XLK
2017-10-12,2017-10-13,2017-10-20,MSFT,LONG,MEDIUM,63.35,0.83,15.0,1.0,bull,9.9,70.9849,71.8132,5,29.57,XLK
2017-10-13,2017-10-16,2017-10-23,MSFT,LONG,MEDIUM,63.35,0.85,15.0,1.0,bull,9.6,70.8293,71.8314,5,36.03,XLK
2017-10-16,2017-10-17,2017-10-24,MSFT,LONG,MEDIUM,61.19,0.82,15.0,1.0,bull,9.9,70.8751,71.8587,5,35.39,XLK
2017-10-17,2017-10-18,2017-10-25,MSFT,LONG,MEDIUM,61.19,0.74,15.0,1.0,bull,10.3,71.0581,71.6492,5,21.05,XLK
2017-10-18,2017-10-19,2017-10-26,MSFT,LONG,MEDIUM,61.19,0.76,15.0,1.0,bull,10.1,70.9666,71.7676,5,28.67,XLK
2017-10-19,2017-10-20,2017-10-27,MSFT,LONG,MEDIUM,60.88,0.74,15.0,1.0,bull,10.1,71.6527,76.3693,5,169.46,XLK
2017-10-20,2017-10-23,2017-10-30,MSFT,LONG,MEDIUM,60.88,0.63,15.0,1.0,bull,10.0,72.2657,76.4422,5,150.08,XLK
2017-10-23,2017-10-24,2017-10-31,MSFT,LONG,MEDIUM,60.88,0.63,15.0,1.0,bull,11.1,72.1834,75.7952,5,129.79,XLK
2017-10-24,2017-10-25,2017-11-01,MSFT,LONG,MEDIUM,60.88,0.64,15.0,1.0,bull,11.2,71.8906,75.7952,5,140.85,XLK
2017-10-25,2017-10-26,2017-11-02,MSFT,LONG,MEDIUM,63.04,0.71,15.0,1.0,bull,11.2,72.4578,76.588,5,147.44,XLK
2017-10-26,2017-10-27,2017-11-03,MSFT,LONG,MEDIUM,61.09,0.6,15.0,1.0,bull,11.3,77.1877,76.67,5,-17.72,XLK
2017-10-27,2017-10-30,2017-11-06,MSFT,LONG,MEDIUM,61.35,0.38,15.0,1.0,bull,9.8,76.5747,76.9707,5,13.67,XLK
2017-11-15,2017-11-16,2017-11-24,MSFT,LONG,MEDIUM,62.75,0.39,15.0,1.0,neutral,13.1,76.4076,76.2491,5,-5.97,XLK
2017-11-16,2017-11-17,2017-11-27,MSFT,LONG,MEDIUM,60.98,0.43,15.0,1.0,bull,11.8,76.426,76.8077,5,13.17,XLK
2017-11-17,2017-11-20,2017-11-28,MSFT,LONG,MEDIUM,60.98,0.54,15.0,1.0,bull,11.4,75.764,77.7327,5,69.77,XLK
2017-12-07,2017-12-08,2017-12-15,MSFT,LONG,MEDIUM,60.59,0.77,15.0,1.0,bull,10.2,76.8949,79.5368,5,93.06,XLK
2017-12-08,2017-12-11,2017-12-18,MSFT,LONG,MEDIUM,61.18,0.68,15.0,1.0,bull,9.6,77.5018,79.1064,5,55.98,XLK
2017-12-12,2017-12-13,2017-12-20,MSFT,LONG,MEDIUM,61.17,0.49,15.0,1.0,bull,9.9,78.835,78.3188,5,-18.24,XLK
2017-12-13,2017-12-14,2017-12-21,MSFT,LONG,MEDIUM,62.1,0.48,15.0,1.0,bull,10.2,78.55,78.3005,5,-9.01,XLK
2017-12-14,2017-12-15,2017-12-22,MSFT,LONG,MEDIUM,62.1,0.46,15.0,1.0,bull,10.5,78.3937,78.3097,5,-3.25,XLK
2018-01-03,2018-01-04,2018-01-11,MSFT,LONG,MEDIUM,62.98,0.79,15.0,1.0,bull,9.1,79.6165,80.6633,5,35.64,XLK
2018-01-04,2018-01-05,2018-01-12,MSFT,LONG,MEDIUM,62.45,0.71,15.0,1.0,bull,9.2,80.6004,82.0553,5,49.09,XLK
2018-01-05,2018-01-08,2018-01-16,MSFT,LONG,MEDIUM,62.29,0.79,15.0,1.0,bull,9.2,81.0969,80.9105,5,-6.65,XLK
2018-01-08,2018-01-09,2018-01-17,MSFT,LONG,MEDIUM,63.35,0.63,15.0,1.0,bull,9.5,81.5107,82.5498,5,34.66,XLK
2018-01-09,2018-01-10,2018-01-18,MSFT,LONG,MEDIUM,63.35,0.81,15.0,1.0,bull,10.1,80.7843,82.5132,5,58.34,XLK
2018-01-10,2018-01-11,2018-01-19,MSFT,LONG,MEDIUM,63.35,0.73,15.0,1.0,bull,9.8,81.0326,82.4216,5,46.51,XLK
2018-01-11,2018-01-12,2018-01-22,MSFT,LONG,MEDIUM,64.96,0.77,15.0,1.0,bull,9.9,81.5291,83.896,5,79.14,XLK
2018-01-12,2018-01-16,2018-01-23,MSFT,LONG,MEDIUM,64.96,0.74,15.0,1.0,bull,10.2,82.8439,84.1616,5,43.81,XLK
2018-01-16,2018-01-17,2018-01-24,MSFT,LONG,MEDIUM,63.93,0.67,15.0,1.0,bull,11.7,81.906,84.0883,5,72.58,XLK
2018-01-17,2018-01-18,2018-01-25,MSFT,LONG,MEDIUM,62.29,0.72,15.0,1.0,bull,11.9,82.568,84.5554,5,66.6,XLK
2018-01-18,2018-01-19,2018-01-26,MSFT,LONG,MEDIUM,62.29,0.77,15.0,1.0,bull,12.2,82.8807,86.1397,5,108.98,XLK
2018-01-23,2018-01-24,2018-01-31,MSFT,LONG,MEDIUM,61.19,0.59,15.0,1.0,bull,11.1,85.0966,87.0097,5,62.98,XLK
2018-01-24,2018-01-25,2018-02-01,MSFT,LONG,MEDIUM,61.19,0.59,15.0,1.0,bull,11.5,85.023,86.3229,5,42.63,XLK
2018-01-25,2018-01-26,2018-02-02,MSFT,LONG,MEDIUM,61.19,0.58,15.0,1.0,bull,11.6,85.6207,84.0517,5,-51.9,XLK
2018-01-26,2018-01-29,2018-02-05,MSFT,LONG,MEDIUM,61.33,0.43,15.0,1.0,bull,11.1,87.478,80.59,5,-224.01,XLK
2018-02-07,2018-02-08,2018-02-15,MSFT,LONG,MEDIUM,61.31,0.7,10.5,0.7,neutral,27.7,82.4853,85.2562,5,65.59,XLK
2018-02-08,2018-02-09,2018-02-16,MSFT,LONG,HIGH,61.31,1.01,13.12,0.7,neutral,33.5,79.3499,84.649,5,162.34,XLK
2018-02-12,2018-02-13,2018-02-21,MSFT,LONG,MEDIUM,60.44,0.86,10.5,0.7,neutral,25.6,81.7681,84.1797,5,57.73,XLK
2018-02-13,2018-02-14,2018-02-22,MSFT,LONG,MEDIUM,61.31,0.74,15.0,1.0,neutral,25.0,81.7642,84.4005,5,90.44,XLK
2018-02-14,2018-02-15,2018-02-23,MSFT,LONG,MEDIUM,60.44,0.67,15.0,1.0,neutral,19.3,84.2584,86.5443,5,76.74,XLK
2018-02-15,2018-02-16,2018-02-26,MSFT,LONG,MEDIUM,60.03,0.53,15.0,1.0,neutral,19.1,85.4039,87.7957,5,80.18,XLK
2018-02-16,2018-02-20,2018-02-27,MSFT,LONG,MEDIUM,61.14,0.74,15.0,1.0,neutral,19.5,84.5079,86.6732,5,72.95,XLK
2018-02-21,2018-02-22,2018-03-01,MSFT,LONG,MEDIUM,60.77,0.65,15.0,1.0,neutral,20.0,85.0344,85.431,5,12.96,XLK
2018-02-22,2018-02-23,2018-03-02,MSFT,LONG,MEDIUM,61.08,0.49,15.0,1.0,neutral,18.7,86.4663,85.6151,5,-28.4,XLK
2018-02-27,2018-02-28,2018-03-07,MSFT,LONG,MEDIUM,61.01,0.43,15.0,1.0,neutral,18.6,87.6118,86.3603,5,-41.77,XLK
2018-02-28,2018-03-01,2018-03-08,MSFT,LONG,MEDIUM,61.01,0.44,15.0,1.0,neutral,19.9,86.8265,86.8848,5,1.61,XLK
2018-03-01,2018-03-02,2018-03-09,MSFT,LONG,MEDIUM,61.01,0.7,6.0,0.4,bear,22.5,84.6002,88.8262,5,57.25,XLK
2018-03-02,2018-03-05,2018-03-12,MSFT,LONG,MEDIUM,61.01,0.74,6.0,0.4,bear,19.6,85.3023,89.0378,5,50.25,XLK
2018-03-05,2018-03-06,2018-03-13,MSFT,LONG,MEDIUM,62.23,0.67,15.0,1.0,neutral,18.7,87.1499,86.8664,5,-9.71,XLK
2018-03-14,2018-03-15,2018-03-22,MSFT,LONG,MEDIUM,60.06,0.47,15.0,1.0,neutral,17.2,86.4016,82.6156,5,-127.27,XLK
2018-03-15,2018-03-16,2018-03-23,MSFT,LONG,MEDIUM,60.41,0.32,15.0,1.0,neutral,16.6,87.464,80.2141,5,-240.61,XLK
2018-03-16,2018-03-19,2018-03-26,MSFT,LONG,MEDIUM,60.41,0.3,15.0,1.0,neutral,15.8,86.5956,86.2867,5,-10.68,XLK
2018-03-19,2018-03-20,2018-03-27,MSFT,LONG,MEDIUM,61.81,0.36,6.0,0.4,bear,19.0,85.9582,82.3211,5,-48.86,XLK
2018-03-20,2018-03-21,2018-03-28,MSFT,LONG,MEDIUM,60.2,0.22,6.0,0.4,bear,18.2,85.8473,82.2475,5,-48.47,XLK
2018-03-21,2018-03-22,2018-03-29,MSFT,LONG,MEDIUM,60.2,0.25,6.0,0.4,bear,17.9,84.3139,83.9773,5,-4.72,XLK
2018-04-11,2018-04-12,2018-04-19,MSFT,LONG,MEDIUM,61.59,0.84,6.0,0.4,bear,20.2,85.3855,88.4305,5,40.16,XLK
2018-04-12,2018-04-13,2018-04-20,MSFT,LONG,MEDIUM,61.59,0.57,15.0,1.0,neutral,18.5,86.882,87.4093,5,16.83,XLK
2018-04-13,2018-04-16,2018-04-23,MSFT,LONG,MEDIUM,61.59,0.52,15.0,1.0,neutral,17.4,86.9005,87.7313,5,26.64,XLK
2018-04-16,2018-04-17,2018-04-24,MSFT,LONG,MEDIUM,60.81,0.51,15.0,1.0,neutral,16.6,87.7596,85.6795,5,-67.32,XLK
2018-04-30,2018-05-01,2018-05-08,MSFT,LONG,MEDIUM,61.11,0.67,6.0,0.4,bear,15.9,86.106,88.1546,5,26.77,XLK
2018-05-01,2018-05-02,2018-05-09,MSFT,LONG,MEDIUM,60.54,0.51,6.0,0.4,bear,15.5,87.7504,89.1942,5,18.5,XLK
2018-05-02,2018-05-03,2018-05-10,MSFT,LONG,MEDIUM,62.68,0.71,6.0,0.4,bear,16.0,85.8751,90.0867,5,55.27,XLK
2018-05-03,2018-05-04,2018-05-11,MSFT,LONG,MEDIUM,62.68,0.69,6.0,0.4,bear,15.9,86.2076,89.8935,5,48.23,XLK
2018-05-04,2018-05-07,2018-05-14,MSFT,LONG,MEDIUM,61.52,0.68,15.0,1.0,neutral,14.8,87.9166,90.1971,5,73.26,XLK
2018-05-07,2018-05-08,2018-05-15,MSFT,LONG,MEDIUM,61.34,0.56,15.0,1.0,neutral,14.8,88.5448,89.5439,5,31.82,XLK
2018-05-11,2018-05-14,2018-05-21,MSFT,LONG,MEDIUM,60.79,0.5,15.0,1.0,neutral,12.6,90.457,90.1908,5,-8.76,XLK
2018-05-14,2018-05-15,2018-05-22,MSFT,LONG,MEDIUM,62.24,0.49,15.0,1.0,neutral,12.9,89.8289,90.0983,5,8.29,XLK
2018-05-15,2018-05-16,2018-05-23,MSFT,LONG,MEDIUM,62.24,0.54,15.0,1.0,bull,14.6,90.3296,91.1703,5,26.31,XLK
2018-05-16,2018-05-17,2018-05-24,MSFT,LONG,MEDIUM,62.24,0.65,15.0,1.0,bull,13.4,89.7729,90.8468,5,33.91,XLK
2018-05-17,2018-05-18,2018-05-25,MSFT,LONG,MEDIUM,60.34,0.69,15.0,1.0,bull,13.4,89.0771,90.893,5,57.68,XLK
2018-05-18,2018-05-21,2018-05-29,MSFT,LONG,MEDIUM,62.41,0.68,15.0,1.0,bull,13.4,89.9956,90.5696,5,17.86,XLK
2018-05-21,2018-05-22,2018-05-30,MSFT,LONG,MEDIUM,62.24,0.62,15.0,1.0,bull,13.1,90.6265,91.4383,5,25.46,XLK
