date,entry_date,exit_date,ticker,signal,signal_quality,confidence,expected_return,position_pct,regime_mult,vix_at_trade,entry_price,exit_price,holding_days,net_pnl,sector
2015-05-20,2015-05-21,2015-05-29,MU,LONG,MEDIUM,65.44,0.26,15.0,1.0,12.9,26.0141,27.1853,5,94.33,XLK
2015-05-20,2015-05-21,2015-05-29,GOOGL,LONG,MEDIUM,59.27,0.31,15.0,1.0,12.9,27.3391,26.9884,5,-27.88,XLK
2015-05-21,2015-05-22,2015-06-01,MU,LONG,MEDIUM,64.25,0.26,15.0,1.0,12.1,26.6102,27.6622,5,83.95,XLK
2015-05-22,2015-05-26,2015-06-02,MU,LONG,MEDIUM,69.96,0.24,15.0,1.0,12.1,26.6004,27.049,5,35.65,XLK
2015-05-26,2015-05-27,2015-06-03,MU,LONG,MEDIUM,69.23,0.12,15.0,1.0,14.1,26.8056,26.358,5,-36.6,XLK
2015-05-28,2015-05-29,2015-06-05,MU,LONG,MEDIUM,60.52,0.08,15.0,1.0,13.3,27.7731,25.881,5,-151.84,XLK
2015-05-29,2015-06-01,2015-06-08,MU,LONG,MEDIUM,74.42,0.07,15.0,1.0,13.8,27.3236,25.2289,5,-168.5,XLK
2015-06-01,2015-06-02,2015-06-09,MU,LONG,MEDIUM,70.26,0.14,15.0,1.0,14.0,27.7145,24.5183,5,-256.19,XLK
2015-06-02,2015-06-03,2015-06-10,MU,LONG,MEDIUM,63.29,0.13,15.0,1.0,14.2,27.3627,24.5183,5,-227.07,XLK
2015-06-02,2015-06-03,2015-06-10,AMZN,LONG,MEDIUM,57.64,0.32,15.0,1.0,14.2,21.7634,21.4954,5,-27.81,XLY
2015-06-03,2015-06-04,2015-06-11,MU,LONG,MEDIUM,64.83,0.08,15.0,1.0,13.7,26.2877,24.3529,5,-157.76,XLK
2015-06-04,2015-06-05,2015-06-12,MU,LONG,MEDIUM,63.37,0.08,15.0,1.0,14.7,26.3854,24.4599,5,-155.82,XLK
2015-06-04,2015-06-05,2015-06-12,MSFT,LONG,MEDIUM,59.4,0.44,15.0,1.0,14.7,40.0029,39.5507,5,-24.54,XLK
2015-06-05,2015-06-08,2015-06-15,MU,LONG,MEDIUM,69.17,0.08,15.0,1.0,14.2,25.9066,23.5937,5,-187.39,XLK
2015-06-05,2015-06-08,2015-06-15,MSFT,LONG,MEDIUM,59.4,0.44,15.0,1.0,14.2,39.9943,39.1291,5,-45.73,XLK
2015-06-08,2015-06-09,2015-06-16,MU,LONG,MEDIUM,69.5,0.11,15.0,1.0,15.3,25.3202,23.5937,5,-139.38,XLK
2015-06-08,2015-06-09,2015-06-16,MSFT,LONG,MEDIUM,59.72,0.42,15.0,1.0,15.3,39.5278,39.4302,5,-5.53,XLK
2015-06-08,2015-06-09,2015-06-16,AMZN,LONG,MEDIUM,58.92,0.45,15.0,1.0,15.3,21.1903,21.3203,5,11.51,XLY
2015-06-09,2015-06-10,2015-06-17,MU,LONG,MEDIUM,63.25,0.05,15.0,1.0,14.5,24.9391,23.8273,5,-89.06,XLK
2015-06-09,2015-06-10,2015-06-17,MSFT,LONG,MEDIUM,59.72,0.42,15.0,1.0,14.5,39.5537,39.5507,5,-0.65,XLK
2015-06-09,2015-06-10,2015-06-17,AMZN,LONG,MEDIUM,58.92,0.42,15.0,1.0,14.5,21.3656,21.3477,5,-2.59,XLY
2015-06-10,2015-06-11,2015-06-18,MU,LONG,MEDIUM,66.54,0.19,15.0,1.0,13.2,24.6264,23.8175,5,-66.77,XLK
2015-06-10,2015-06-11,2015-06-18,MSFT,LONG,MEDIUM,60.47,0.38,15.0,1.0,13.2,40.3052,40.1959,5,-5.94,XLK
2015-06-10,2015-06-11,2015-06-18,AMZN,LONG,MEDIUM,58.92,0.47,15.0,1.0,13.2,21.6577,21.9256,5,23.91,XLY
2015-06-11,2015-06-12,2015-06-19,MU,LONG,MEDIUM,68.65,0.19,15.0,1.0,12.9,24.3234,23.8175,5,-42.23,XLK
2015-06-11,2015-06-12,2015-06-19,MSFT,LONG,MEDIUM,60.47,0.4,15.0,1.0,12.9,39.9252,39.6625,5,-13.6,XLK
2015-06-11,2015-06-12,2015-06-19,AMZN,LONG,MEDIUM,58.92,0.45,15.0,1.0,12.9,21.6056,21.7025,5,8.01,XLY
2015-06-12,2015-06-15,2015-06-22,MU,LONG,MEDIUM,69.52,0.19,15.0,1.0,13.8,23.6687,23.9733,5,24.55,XLK
2015-06-12,2015-06-15,2015-06-22,MSFT,LONG,MEDIUM,60.47,0.51,15.0,1.0,13.8,39.26,39.7744,5,25.34,XLK
2015-06-12,2015-06-15,2015-06-22,AMZN,LONG,MEDIUM,58.92,0.5,15.0,1.0,13.8,21.4258,21.7709,5,30.85,XLY
2015-06-15,2015-06-16,2015-06-23,MSFT,LONG,MEDIUM,60.7,0.6,15.0,1.0,15.4,39.1736,39.499,5,15.14,XLK
2015-06-15,2015-06-16,2015-06-23,GOOGL,LONG,MEDIUM,59.42,0.6,15.0,1.0,15.4,27.0548,27.8827,5,56.86,XLK
2015-06-15,2015-06-16,2015-06-23,AMZN,LONG,MEDIUM,58.92,0.51,15.0,1.0,15.4,21.2499,22.2549,5,88.07,XLY
2015-06-17,2015-06-18,2015-06-25,GOOGL,LONG,MEDIUM,59.42,0.56,15.0,1.0,14.5,27.2297,27.6135,5,26.39,XLK
2015-06-17,2015-06-18,2015-06-25,MSFT,LONG,MEDIUM,59.35,0.55,15.0,1.0,14.5,39.9252,39.2754,5,-31.78,XLK
2015-06-17,2015-06-18,2015-06-25,AMZN,LONG,MEDIUM,58.92,0.68,15.0,1.0,14.5,21.558,21.961,5,35.05,XLY
2015-06-18,2015-06-19,2015-06-26,MU,LONG,MEDIUM,66.25,0.22,15.0,1.0,13.2,24.2355,19.1358,5,-419.18,XLK
2015-06-18,2015-06-19,2015-06-26,GOOGL,LONG,MEDIUM,59.42,0.2,15.0,1.0,13.2,27.6531,27.3715,5,-20.97,XLK
2015-06-18,2015-06-19,2015-06-26,AMZN,LONG,MEDIUM,58.92,0.44,15.0,1.0,13.2,22.057,21.8612,5,-18.55,XLY
2015-06-19,2015-06-22,2015-06-29,MU,LONG,MEDIUM,67.88,0.09,15.0,1.0,14.0,23.5905,18.2306,5,-444.05,XLK
2015-06-19,2015-06-22,2015-06-29,AMZN,LONG,MEDIUM,58.92,0.48,15.0,1.0,14.0,21.8937,21.45,5,-40.42,XLY
2015-06-22,2015-06-23,2015-06-30,MU,LONG,MEDIUM,67.01,0.12,15.0,1.0,12.7,24.0694,18.3377,5,-469.08,XLK
2015-06-23,2015-06-24,2015-07-01,MU,LONG,MEDIUM,73.42,0.06,15.0,1.0,12.1,23.8837,18.2793,5,-467.0,XLK
2015-06-23,2015-06-24,2015-07-01,AMZN,LONG,MEDIUM,57.64,0.33,15.0,1.0,12.1,22.293,21.8258,5,-42.53,XLY
2015-06-24,2015-06-25,2015-07-02,MU,LONG,MEDIUM,71.33,0.07,15.0,1.0,13.3,23.5807,18.5615,5,-414.88,XLK
2015-06-24,2015-06-25,2015-07-02,AMZN,LONG,MEDIUM,57.64,0.4,15.0,1.0,13.3,21.9473,21.8417,5,-10.24,XLY
2015-06-25,2015-06-26,2015-07-06,MU,LONG,MEDIUM,61.62,0.07,6.0,0.4,14.0,19.8086,17.8315,5,-77.75,XLK
2015-06-26,2015-06-29,2015-07-07,MU,LONG,MEDIUM,60.29,0.09,6.0,0.4,14.0,18.8998,17.7147,5,-42.01,XLK
